3.479862256638033280e-01,8.533948955788355217e-01
2.655514949565154215e-01,8.498167189676313349e-01
2.655813157816288017e-01,9.776981503044472888e-01
1.608610568212427427e-01,9.815636044396339743e-01
3.632334931052074722e-01,7.814997197638237081e-01
3.082491909158883714e-01,9.708483886730638890e-01
4.772095050999906052e-01,5.095175696933982312e-01
4.798741528515926280e-01,6.069777511098344291e-01
3.175249987140399410e-01,6.129112081165908332e-01
3.195878011498795024e-01,7.967438532182186117e-01
3.964204852499246812e-01,5.431952897187790619e-01
4.137853729991662899e-01,5.589085005794890426e-01
7.891228011794713948e-02,8.195989055911342414e-01
3.414163946435919139e-01,9.164422828696723311e-01
2.845409453804769173e-01,5.769288608205722646e-01
2.361717469617860277e-01,9.237572621809059248e-01
4.485355391931559743e-01,5.114674251547843831e-01
1.825758230334423582e-01,9.660186030043035332e-01
2.118789007845408301e-01,7.604350240765651581e-01
4.713585324062669057e-01,5.028123684609889787e-01
4.944695745237044915e-01,6.388707255318152312e-01
3.450530355272448668e-01,8.846569507877917182e-01
3.951196909401417101e-01,9.778945589575669395e-01
4.016662327143242228e-01,9.910141203787184994e-01
3.683083591595410211e-01,9.883894223179201521e-01
2.700052271992564035e-01,7.305005124148447049e-01
3.732157534347983474e-01,6.377574971003320270e-01
3.377932809201346087e-01,5.715303293960439790e-01
1.679651064403892835e-01,7.739626547680409363e-01
9.232739799210148979e-02,7.765628804829115550e-01
2.495941817864403001e-01,8.117593622746613891e-01
1.288171445542091731e-01,7.592502002544248008e-01
4.267674205560875178e-01,9.999568015931231679e-01
4.708256569597961128e-01,8.726888497582057092e-01
4.094498888252376956e-01,6.554540540618623012e-01
2.879741781205382711e-01,8.760613772380001496e-01
3.671639664211259757e-01,9.910672659341810409e-01
4.209741333523601692e-01,7.933911298077781504e-01
4.018512955233489170e-01,5.135238351771803655e-01
4.669035016102847102e-01,5.708968069109249255e-01
2.309008105028465818e-01,5.664157155175403302e-01
3.492066205073144358e-01,5.244747270184643151e-01
2.907690025087365515e-01,6.612149796013625513e-01
4.089660777974652439e-01,5.485304078546835438e-01
3.525164465813084846e-01,6.473780914931482888e-01
3.190425003975751461e-01,9.969540145100940221e-01
4.944197406887332891e-01,5.177193831776457644e-01
4.263159786735161716e-01,7.495530181493321731e-01
1.637291234466356216e-01,6.611883007068776186e-01
3.766212696281671102e-01,8.699596778514228079e-01
4.945303535991698030e-01,5.167238862247550690e-01
3.644808699504626937e-01,9.954803789895310118e-01
2.727802044460497233e-01,9.011469417127251358e-01
3.171203165036419747e-01,7.900945085081315655e-01
3.033679296049987539e-01,5.922946567764871828e-01
1.077645787778552799e-01,6.441042890966595102e-01
2.106137057981980476e-01,7.736723082610861280e-01
3.727239061936974407e-01,8.822320195361496031e-01
1.362051859874744697e-01,7.188452501289330776e-01
1.553358157215651292e-01,9.613224137314303475e-01
4.600115733599887125e-01,5.320219758360891227e-01
1.321377271782504248e-01,9.412091548631232873e-01
4.681790612823869546e-01,5.998521216301119230e-01
1.996786905725967953e-01,7.007329151336024742e-01
3.865267058138810441e-01,9.649569669717151799e-01
3.573153084335781160e-01,9.998380717682805452e-01
2.605803549072187031e-01,6.186399121597137007e-01
1.460318243917106684e-01,5.001644090374774976e-01
3.577287163888320798e-01,7.028503532103667073e-01
3.619558023099836430e-01,8.010230801927742394e-01
2.093500544039025857e-01,7.431700070647772050e-01
2.236295592503508844e-01,6.269452209609045479e-01
8.802648666340079364e-02,9.619823832007818876e-01
3.104106833226559226e-01,9.474674834841172455e-01
8.655593058594653055e-02,8.957343458925367541e-01
4.264249395641395712e-01,9.025331067883676228e-01
3.502344181784061705e-01,9.854788665043449081e-01
1.937736465815763920e-01,7.189182722116481683e-01
4.619016709356336126e-01,5.128533045702841076e-01
3.589626377465039986e-01,5.280134092957436964e-01
2.781259766089700380e-01,5.005129167605846252e-01
3.629557022497193475e-01,5.755801969180216471e-01
4.466050387548500811e-01,5.621935556154175062e-01
2.751380969737176052e-01,9.111858093819810156e-01
1.033335019291925921e-01,6.839170320607150799e-01
4.127954222803800755e-01,5.746352954716192896e-01
4.889026807919155670e-01,9.689699290743830629e-01
4.160002596862636959e-01,7.298025411885596947e-01
4.681723530170039949e-01,5.292385542062608694e-01
3.414655340571419173e-01,6.400228188502770088e-01
2.527105582448724297e-01,5.610047936888956643e-01
4.059762428519054223e-01,9.945515658441704820e-01
2.639047685096067575e-01,9.885442741481238471e-01
4.213960161694688678e-01,6.626095232421685965e-01
4.684108575237682648e-01,6.739947636620643445e-01
4.372373296182027191e-01,5.381244108343384847e-01
4.559494417934322197e-01,8.995901566312354269e-01
3.728803638505497897e-01,7.915108188312760529e-01
4.521769302687785319e-01,9.454876119912237753e-01
2.752933531501999473e-02,9.621865949398925588e-01
3.314175125045790149e-01,6.090070567287264591e-01
3.835067933465991508e-01,9.922482294896491917e-01
4.734430359656514598e-01,9.783770270038579797e-01
1.886738022824352989e-01,6.936904208770814373e-01
1.351536982953661370e-01,7.323496224099131924e-01
3.021127769841023061e-02,5.330966716454126342e-01
1.327857891236094434e-01,5.764083195600905318e-01
2.704746300734417463e-01,5.900265491074814239e-01
4.573658755795970698e-01,9.999093261755286344e-01
4.751222475460550321e-01,9.265742404027230705e-01
1.762894170918029024e-01,9.922586137079912882e-01
2.557800727406719932e-01,5.887515568945113076e-01
4.418470326988599983e-01,5.949884348260778832e-01
2.277637335352868941e-01,5.040031916837618420e-01
1.529417492590663119e-01,5.771823092201846528e-01
4.323962679278105514e-01,5.233396223152706472e-01
1.911019652044440298e-01,9.407651904580544011e-01
3.933007246483932740e-01,9.029866138492975702e-01
1.198360086787064044e-01,7.081912056194334948e-01
1.474184117277622663e-01,9.985709763420925755e-01
3.158729881153828356e-01,5.329764921015555101e-01
4.383718777139297140e-01,5.348325313334347797e-01
5.824403089016991913e-02,5.570142231806858302e-01
2.238742207331886058e-01,8.597751079554227793e-01
2.083849405853333281e-01,9.359426040846555717e-01
4.808789196760478446e-01,6.318833707189485116e-01
2.333862896827285927e-01,9.820270211846057196e-01
3.806344491304615163e-01,5.090871460371070301e-01
1.771887597072066833e-01,5.219148302862041122e-01
4.848370088043029158e-01,9.730394106314458336e-01
4.333836295674608485e-01,8.333370310149340598e-01
4.657848549530952398e-01,6.066677611892815625e-01
4.670099045660294768e-01,6.687418651173999695e-01
4.403287086038963349e-01,6.820969801225974516e-01
4.466448800888706550e-01,7.778033839329407950e-01
4.062507518298006937e-01,5.698616934733636841e-01
2.775518022866558243e-01,9.076012105113075989e-01
2.054058567780978062e-01,9.999173188979780802e-01
2.486588511355606601e-01,7.129165134086695721e-01
4.344785477915724115e-01,8.899913919650598304e-01
2.078280781401133925e-01,5.890774796440462202e-01
3.601070965757681708e-01,8.024213072422401449e-01
3.183865067344798794e-01,8.726039390663837825e-01
3.248696087686300804e-01,8.061925255721559269e-01
4.597584269926171530e-01,9.864323580354071863e-01
4.857862242205002734e-01,9.923146763535252157e-01
2.501208668454886208e-01,6.743005613612411686e-01
3.861816558464334914e-01,6.179669968078450593e-01
2.219344343470074921e-01,6.014529759165642142e-01
4.375883876036812947e-01,5.179884850255388473e-01
1.024337266864348700e-01,8.334780902441393247e-01
3.787488863745207546e-01,8.261754182013487657e-01
2.685879538288829527e-01,5.891789103657313342e-01
4.124980486315872885e-01,8.207149401211690787e-01
2.346878217389532784e-01,5.985208270321025203e-01
4.702759034196957177e-01,8.872349593844830462e-01
4.063615706258146276e-01,9.333476243777049097e-01
4.513223688426504787e-01,6.970026455000147836e-01
4.946498885770588827e-01,7.419408788035175562e-01
3.263412153361609502e-01,5.542138059468384448e-01
3.169475485343211663e-01,5.353642261116261514e-01
3.639396792173443251e-01,5.998518268790096197e-01
3.067967022259171506e-01,9.152052877965151101e-01
2.613756889795960103e-01,7.793527102017563379e-01
4.366977300192391720e-01,7.419506464588212502e-01
4.178925910411509514e-01,8.198351536588098787e-01
4.377598841561907705e-01,7.291395946978187492e-01
3.365151600039650304e-01,5.954530360366178110e-01
2.019762927727317692e-01,7.982224357873265452e-01
2.508538990823537818e-01,5.860931479386002341e-01
1.706507903425716344e-01,9.489945720560661879e-01
3.088353882155416841e-01,8.948673589318603128e-01
2.987453388765550777e-01,6.129911056114105694e-01
1.772680146637964638e-01,5.150436782596589103e-01
3.831291764999661398e-01,5.519616858988015684e-01
3.248942682045249386e-01,9.402455455435441145e-01
2.247190241940444089e-01,5.030793816545244823e-01
3.596979123079153684e-01,5.900107105967811183e-01
3.573305408619072976e-01,6.871842407799086949e-01
2.657173383739382944e-01,8.541649259784186432e-01
2.972438697261118867e-01,5.313951034292333508e-01
2.017423433880466965e-01,9.906112981457946276e-01
4.888415190098551744e-01,9.607909992039880276e-01
1.409463136809653572e-01,8.246560124658949276e-01
3.838477138332008209e-01,9.882494997953041871e-01
1.455809416703462145e-01,5.710516411500813350e-01
2.058235107134967767e-01,5.471443733115236574e-01
3.890108600710041054e-01,5.748372647919312017e-01
2.032132495318599297e-01,9.921069787040117660e-01
3.714361492193510861e-01,6.948144490861936085e-01
4.709355250899276979e-01,5.623495010165860952e-01
1.367600356866724987e-01,5.686151253249831505e-01
4.352816509565360925e-01,7.298481614397415163e-01
3.029811225862130697e-01,5.377523619214238382e-01
4.683540704503508789e-01,6.530487311857452459e-01
4.111776554507727832e-01,9.498454118832675430e-01
3.436745395020980309e-01,8.090253236460643871e-01
1.696627934392989090e-01,7.881022762865562692e-01
2.559365825809369333e-01,5.226357417990213916e-01
4.914686258336867786e-01,5.458530651463543437e-01
1.554097853171188537e-01,8.316971830399866317e-01
4.084907491014808101e-01,7.100701795392189153e-01
3.806058759990870732e-01,6.900879931614665175e-01
4.461357357916467259e-01,5.940602327906017166e-01
1.471018348768041994e-01,9.462639567970970722e-01
2.771986405297625078e-01,7.358531454625727442e-01
4.099751911547964700e-01,7.459185212404100263e-01
3.399729490481322447e-01,5.858898654661874872e-01
4.617672706809550776e-01,6.352141046930783741e-01
3.847420238889542876e-01,6.661960203041974449e-01
1.933893302218573917e-01,5.036537237600082761e-01
4.399838564403750207e-01,9.833778802766376392e-01
2.043022282312701166e-01,5.238244780763452457e-01
4.609103114554130021e-01,9.946202546813247558e-01
3.599597190834601945e-01,5.128443491915432029e-01
4.893368571090772057e-01,5.017288812264852904e-01
3.724973817968496026e-01,7.064594631990024354e-01
3.049977122068817104e-01,6.310623278338994835e-01
4.015699158459838380e-01,9.906131889403723134e-01
4.060382178347991533e-01,7.307270441234224867e-01
3.664113586702810732e-01,5.086683285775522867e-01
4.586387488655600531e-01,9.971254171602657035e-01
3.449853186459210796e-01,5.150254942572097816e-01
3.161290596645053852e-01,8.130113146137175617e-01
1.138577060353752335e-01,5.887535766202421916e-01
4.971144459187197828e-01,5.146855000332773988e-01
2.576029169765629012e-01,5.291819562466529847e-01
3.706925312717334609e-01,9.839484868273511431e-01
3.277137064614100148e-01,6.346756138586234774e-01
3.294596306882729975e-01,6.062087434806896491e-01
