9.581105059884229558e-01,9.999999999999986677e-01,1.710413581645541470e+00,4.629259479884067829e+00
5.156060238441209087e-01,9.999999999999993339e-01,1.478117843501406625e+00,3.437643257544443998e+00
6.830161912482423103e-01,1.000000000000000222e+00,8.416961144636879721e-01,3.478142057728445646e+00
8.170524262169254204e-01,1.000000000000000444e+00,5.065393481383003049e+00,6.193186212017903536e+00
9.827985917566659513e-01,9.999999999999996669e-01,2.320581247831819294e+00,4.170583353322629527e+00
3.006795545943671821e-01,1.000000000000000000e+00,5.308539643429102028e+01,5.476915502310956896e+01
2.839485335122645115e-01,1.000000000000001998e+00,7.321742174123511582e+00,9.658057185990772453e+00
7.125584855649080840e-01,9.999999999999997780e-01,9.291447341034189122e-01,1.948379960814841771e+00
7.410035632427455221e-01,9.999999999999997780e-01,3.246546717573227880e+00,5.944165895794274235e+00
4.719817498558379620e-01,1.000000000000000444e+00,9.667924842375341665e-01,1.490926139192350730e+00
3.297137918366416232e-01,9.999999999999998890e-01,1.500577815031105988e+00,2.217820887931768237e+00
6.093251818467519954e-01,9.999999999999942268e-01,8.283524546687388579e-01,9.124377016967310183e+00
6.617591928240244004e-01,9.999999999999998890e-01,9.576362776275413324e-01,1.877173198451834724e+00
4.334459728130876655e-01,1.000000000000000444e+00,3.566415929027232590e+00,5.854920457256282518e+00
8.175401117957379338e-01,9.999999999999984457e-01,8.846995044528335184e-01,2.839993902922201663e+00
9.100664125880618682e-01,1.000000000000000666e+00,1.454979333619101389e+01,1.834918994603245679e+01
4.865515407647748036e-01,1.000000000000000666e+00,4.909384852841778835e-01,1.257946564036205084e+00
5.283195645226475001e-01,1.000000000000000666e+00,1.232102070102697233e+00,4.499531750269165187e+00
6.524536991607828018e-02,1.000000000000000222e+00,1.108527774140297906e+00,1.123658162763954138e+00
9.002485147118988174e-01,1.000000000000000666e+00,2.547065062758495202e+00,2.548621316653917113e+00
7.403876733860544901e-01,9.999999999999996669e-01,1.276025930043594991e+00,2.496897867995486298e+00
8.884302160294610395e-01,1.000000000000000222e+00,4.169046207797813430e+00,6.251004220052202243e+00
8.356967944772313306e-01,1.000000000000000000e+00,5.535340847102544259e+00,8.337659940238024703e+00
4.854363111495182403e-01,1.000000000000000666e+00,1.353673405531178098e+00,1.593159235143965846e+00
3.917430921147815881e-01,1.000000000000000666e+00,1.580394390697162921e+00,4.297456654788714303e+00
8.620080929610284270e-01,9.999999999999997780e-01,1.498133143765599584e+00,2.454371321119949378e+00
6.837353127751174542e-01,9.999999999999992228e-01,6.625647285574521561e+01,6.743673433222885194e+01
7.100105190358406704e-01,9.999999999999997780e-01,2.505617847723512259e+00,1.204559134272998477e+01
7.734338923688004463e-01,9.999999999999993339e-01,1.208706701681968587e+00,4.768505757896668307e+00
8.450660690362880034e-01,9.999999999999997780e-01,1.047572865649351259e+00,1.310777854584971314e+00
9.338653341945394315e-01,9.999999999999994449e-01,1.421011121498755303e+00,9.129389217150899682e+00
9.213976406193259416e-01,9.999999999999997780e-01,1.294864580141588117e+00,1.444439131281000765e+00
5.057528862604891984e-01,1.000000000000000000e+00,4.855097824096422876e+00,5.101183673880425040e+00
7.479928435448335300e-01,1.000000000000000222e+00,1.414079503130688309e+00,2.021103898732967696e+00
8.408720733957978366e-01,9.999999999999998890e-01,3.064499112514332602e+00,7.207896905388539111e+00
9.003779408263116180e-01,9.999999999999998890e-01,1.059994894313257996e+00,1.704008677279070572e+00
3.007485958816806249e-01,9.999999999999997780e-01,1.062355645804686333e+00,1.745586976472426333e+00
5.531639650034814171e-01,1.000000000000000000e+00,5.513998426253496454e+00,6.069663625133935980e+00
