9.477653733209197018e-01,3.696657546491213253e-01,8.772629518941968407e-02,3.913259515526331667e-01,2.913669923436673637e-01,8.955307466418394036e-01,1.104626387895257453e-02,3.989330316088378586e-05,2.101105051254049394e-01,1.027402741818645750e-02,2.696852584054287849e-02,1.870759857798279802e-01
9.539578235591293920e-01,4.973419560002244610e-01,1.745124101264515504e-01,1.095485036576347437e-01,9.079447969820837017e+00,9.079156471182587840e-01,1.070948680241000373e-02,1.856708162226998102e-04,1.972492174855863534e-01,1.091768951722033899e-02,7.127617710015501928e-02,5.908209511968692818e-01
5.704988919081019905e-01,4.909218523609787943e-01,2.521853020335860784e-01,1.854259290262150750e-01,5.812390429960854199e+00,1.409977838162039809e-01,1.044946179476149116e-02,1.294837136358995943e-04,2.533598229458956519e-01,9.245717801877117309e-03,7.203424143555897663e-02,2.886781683418013777e-01
9.762376589068535448e-01,4.907425669785133726e-01,1.572991935375195327e-01,4.935783485333395948e-01,7.890868208747932044e+00,9.524753178137070897e-01,1.012723845367701631e-02,3.732045726738711063e-06,1.060619089050014036e-01,1.005397153189561792e-02,8.677365637984381375e-02,4.804469168531931844e-01
6.343788226471289704e-01,4.857155628312666007e-01,4.650299452977069703e-01,3.317004826078116531e-01,1.097381614674782391e+01,2.687576452942579408e-01,8.700597293958908449e-03,2.999592420636288179e-05,2.096601451790590653e-01,1.124437907475027941e-02,5.613027366174832417e-02,2.016195378445991837e-01
6.903777096989138773e-01,4.037938250171815291e-01,2.250233302154896475e-01,4.513579949409141645e-01,2.099489006542738956e+00,3.807554193978277546e-01,9.639684109488708824e-03,1.511565682673393814e-04,2.136254006823003759e-01,1.184054672793190266e-02,3.353950847724947171e-02,9.656259355934049271e-02
8.488805222669624229e-01,3.811215463785147528e-01,4.551118374029902020e-02,4.849965173600475632e-01,5.723732191661357049e-01,6.977610445339248457e-01,1.037602118519218887e-02,2.101938883565597938e-04,8.479734052186305160e-02,1.123527493376125404e-02,3.200700374705654078e-02,2.045363201265714137e-01
8.990882015522472237e-01,4.352357796263131573e-01,1.216788053974378198e-01,4.929019877079296452e-01,2.529085966612869552e+00,7.981764031044944474e-01,1.021496814460309127e-02,5.018027311516485341e-05,2.243897147564262173e-01,1.088200619538446171e-02,3.956601470344298099e-02,2.707657144440354102e-01
5.432507660878818090e-01,4.837560920588082625e-01,1.799104342536593792e-01,3.543418422069319340e-01,1.030971898855858093e+01,8.650153217576361797e-02,9.162899723616573303e-03,4.026259781532792959e-05,1.348749969770618451e-01,1.020794248237736311e-02,2.185073072029507582e-02,2.257805617624434324e-01
8.335168158911803182e-01,6.877649339129499051e-02,7.618580488668269708e-03,4.378900057857055828e-01,4.275393832649887482e-01,6.670336317823606365e-01,9.635955204941260011e-03,1.539484922498436127e-04,8.495246902780048681e-02,9.630214055614783400e-03,6.004248470389661474e-03,5.322211850649595233e-01
7.676273959818692427e-01,4.937502488029208991e-01,3.942332976236087583e-02,2.007926533334035701e-01,1.356639238450994611e+01,5.352547919637384854e-01,1.111046574024678046e-02,1.481741676784825537e-05,2.670318344064737115e-01,1.043872623862851338e-02,3.607609255675917753e-02,6.308502876887072119e-01
7.991329296033182761e-01,4.736900079521864648e-01,2.355997730928802159e-02,9.541316246570896720e-02,1.699147425127273792e+00,5.982658592066365522e-01,9.359399023700283940e-03,9.038612089490706634e-05,1.297008241142246221e-01,9.603088583430783795e-03,1.543580355449174560e-02,4.076724473732895593e-01
8.921047470162855042e-01,4.840241889455060287e-01,3.105820301268146788e-01,4.978546257496528904e-01,9.806707859991956155e+00,7.842094940325710084e-01,1.084958957518358282e-02,8.795291056475754740e-05,5.591443301432874602e-02,1.114947974611803574e-02,9.294779177024686811e-02,2.249547225166218523e-01
8.112187466838342020e-01,4.800429501387853404e-01,2.259287156768297750e-02,2.644410463141088630e-01,2.992396874812932150e+00,6.224374933676684041e-01,1.133811044193435910e-02,5.554865704555108188e-05,1.184326521135101451e-01,8.566125950652933932e-03,2.065595694150634820e-02,2.657545234448713822e-01
6.882998862927267592e-01,4.400053231100253259e-01,1.018629234032945169e-01,4.721037632910081161e-01,1.427084847434454407e+00,3.765997725854535183e-01,9.136327995789722892e-03,6.864952038205457201e-05,1.748432397307426722e-01,9.264838963915091041e-03,7.290453100410730636e-02,4.036421378357348821e-01
7.541390966377830019e-01,4.670084337905327510e-01,3.361776699280180636e-01,3.365459449923786095e-01,2.772717430416162809e+00,5.082781932755660037e-01,1.012094158832243899e-02,6.240316902574693624e-05,9.191451453059229504e-02,1.075189244579867129e-02,4.198570194405914363e-02,1.139172466875354450e-01
9.461561681605834551e-01,4.810550972713402706e-01,3.153714799668980162e-02,4.340453354987270917e-01,6.337403723740568040e+00,8.923123363211669101e-01,1.118792264164444709e-02,7.105326570975932900e-05,2.341043355655861857e-01,8.760183789602585952e-03,8.411581984181198957e-02,6.965000445780347160e-01
6.320104370757266832e-01,3.194458177550300038e-01,4.896129998342802631e-02,2.778081549220969837e-01,7.524337013017073916e-01,2.640208741514533664e-01,1.187193809395969100e-02,4.015997639528575596e-05,1.850243163614544994e-01,1.106972165333498098e-02,5.049197265802429779e-02,5.722362213926340813e-01
8.354045053307423974e-01,4.680687322704057407e-01,1.264508641413346068e-01,2.770334016709298797e-01,2.750275009090945133e+00,6.708090106614847947e-01,8.942383766697287184e-03,2.252659443778480701e-05,3.008988279023028234e-02,1.038135779695441817e-02,8.748401825096424611e-02,2.707144147318092386e-01
8.419304298847851697e-01,3.532258663416205091e-01,6.812765509749435511e-02,4.498511545715784266e-01,1.102837797520417329e+00,6.838608597695703395e-01,8.083005913773800427e-03,3.061092611271570401e-06,1.394173374804422716e-01,1.073344730337782819e-02,8.185032164270314436e-02,3.571959671121429647e-01
8.321122504710853907e-01,4.979392389613288561e-01,2.372498635760239560e-01,3.326201162009729817e-01,1.157809110415125886e+01,6.642245009421707813e-01,1.097893131679729233e-02,3.405962052859250080e-04,2.411014111503247959e-01,9.837234587040563985e-03,6.439247558166276419e-02,2.913680963677347524e-01
7.241010233527522821e-01,4.513155313056285700e-01,2.204479321590205321e-01,2.382995918464292373e-01,1.443428546449909256e+00,4.482020467055045643e-01,9.223410371754992704e-03,2.013368567094985472e-04,2.706669396678074158e-01,9.355432868038724564e-03,5.842407160431424551e-02,2.642013785803219994e-01
8.749122636771624606e-01,4.992272589920496717e-01,2.252010002276175760e-01,3.270948137949672985e-01,6.093463827628793794e+00,7.498245273543249212e-01,9.601718115291419178e-03,1.316080295707351200e-04,1.982224961715552403e-01,1.078328469200189564e-02,4.675882959113344950e-02,3.307771065396728494e-01
6.550786609894365675e-01,4.912355264685483447e-01,8.786525536078264309e-02,4.804542146437794647e-01,8.487813418102025054e+00,3.101573219788731350e-01,9.718608376908008384e-03,1.577249320657633119e-04,8.659563495743374806e-02,1.061697003998338627e-02,9.920634511427649238e-02,5.471903008519366507e-01
5.313919685577893626e-01,1.389953827483494386e-01,2.394789134498057359e-01,3.702477858248071629e-01,2.008162873002666826e-01,6.278393711557872514e-02,9.621345529188050916e-03,2.015539250073169043e-05,6.777884862790559128e-02,8.224337661705469898e-03,4.970036582243802376e-02,1.407932222534641342e-01
6.045579338931164060e-01,4.416314171810653000e-01,1.793229884106623817e-01,4.671832877022385477e-01,2.142171181195684060e+00,2.091158677862328119e-01,1.025452193252479605e-02,6.414116512819237792e-05,4.141775713050469543e-01,8.220843898389037022e-03,8.885517045927394594e-03,1.677554807643141244e-01
9.704095310609621716e-01,4.844257214758494468e-01,5.041960610927382486e-02,4.526527771346832152e-01,5.902738566714600843e+00,9.408190621219243432e-01,9.715338544238305910e-03,4.926970881134541848e-05,8.118490601718722499e-03,8.561563505543346234e-03,8.720879941155140758e-02,5.093508684368281969e-01
7.230350960299476437e-01,4.425857201931666096e-01,5.752635090014507346e-02,3.354350527304174046e-01,2.831353093571755686e+00,4.460701920598952874e-01,1.006911257692844931e-02,2.122752234480085190e-04,1.075720526891954798e-01,9.947395844123133740e-03,8.022358671409504649e-02,1.782497700336737045e-01
9.153432239797960612e-01,3.529247758278972191e-01,5.236885277933215482e-02,2.463915288571867923e-01,7.815165750839808689e-01,8.306864479595921225e-01,1.119153609030010092e-02,1.109872629389885209e-04,1.855278244810914523e-01,8.828633172982120608e-03,2.058289637049519685e-02,2.313736957765792912e-01
8.529676869768457736e-01,3.813502703538066974e-01,2.107645183279609202e-01,4.209971525770610512e-01,1.535684104639142955e+00,7.059353739536915473e-01,8.162443966392367301e-03,3.387890452591418102e-05,6.100573557930837748e-02,9.066340525109439427e-03,7.183669161721412122e-02,1.577248559267500072e-01
9.806334355189559870e-01,3.888464341633199872e-01,2.283707058158581105e-01,4.882180314821334965e-01,1.804966482983810128e+00,9.612668710379119741e-01,1.178590383855378058e-02,5.012334506032033811e-05,2.093023726432943765e-02,1.098758772102136246e-02,7.582868001915901712e-02,1.511882062661017434e-01
7.499417453926674471e-01,4.395414834575788188e-01,1.303571760991759643e-01,1.575065531060617641e-01,6.572970008097417383e-01,4.998834907853348941e-01,1.089951628342728136e-02,7.293613682423647816e-05,6.491940873410584345e-02,1.216994763231626572e-02,5.662117477626360529e-02,1.991569279491215427e-01
